"X","Variable","Importance","Participant"
"KTGF527.69","AllPunc",0.007812976,"KTGF527"
"KTGF528.71","AllPunc",0.003316667,"KTGF528"
"KTGF533.59","AllPunc",0.001162866,"KTGF533"
"KTGF540.54","AllPunc",0.000406667,"KTGF540"
"KTGF544.71","AllPunc",0.002492639,"KTGF544"
"KTGF545.49","AllPunc",0.002119392,"KTGF545"
"KTGF549.73","AllPunc",0.002299593,"KTGF549"
"KTGF553.49","AllPunc",0.00335919,"KTGF553"
"KTGF556.65","AllPunc",0.000768542,"KTGF556"
"KTGF557.53","AllPunc",0.003951009,"KTGF557"
"KTGF561.54","AllPunc",0.002608788,"KTGF561"
"KTGF565.65","AllPunc",0.003990261,"KTGF565"
"KTGF572.45","AllPunc",0.004391488,"KTGF572"
"K23101.44","Allure",0.002509325,"K23101"
"K23106.49","Allure",0.004312782,"K23106"
"K23107.36","Allure",0.000390368,"K23107"
"K23109.36","Allure",0.002310711,"K23109"
"K23115.44","Allure",0.003199303,"K23115"
"K23117.40","Allure",0.014533504,"K23117"
"K23120.30","Allure",0.004054761,"K23120"
"K23121.48","Allure",0.003160827,"K23121"
"K23122.36","Allure",0.004730989,"K23122"
"K23125.56","Allure",0.009218539,"K23125"
"K23126.40","Allure",0.011247306,"K23126"
"K23128.53","Allure",0.003920992,"K23128"
"K23130.51","Allure",0.023723315,"K23130"
"K23131.38","Allure",0.00653023,"K23131"
"K23133.59","Allure",0.002258176,"K23133"
"K23134.64","Allure",0.00054439,"K23134"
"K23136.59","Allure",0.004271519,"K23136"
"K23139.30","Allure",0.000971576,"K23139"
"K23142.29","Allure",0.000579451,"K23142"
"K23143.34","Allure",0.000630282,"K23143"
"K23144.41","Allure",0.002137008,"K23144"
"K23145.48","Allure",0.009408278,"K23145"
"K23148.50","Allure",0.002665079,"K23148"
"K23150.43","Allure",0.005146473,"K23150"
"K23151.47","Allure",0.012328513,"K23151"
"K23153.51","Allure",0.003185056,"K23153"
"K23155.35","Allure",0.00132169,"K23155"
"K23156.30","Allure",0.002717955,"K23156"
"K23502.39","Allure",0.003890764,"K23502"
"K23503.54","Allure",0.01261744,"K23503"
"K23507.37","Allure",0.000686192,"K23507"
"K23508.42","Allure",0.005270583,"K23508"
"K23509.48","Allure",0.006068591,"K23509"
"K23510.49","Allure",0.012123261,"K23510"
"K23517.42","Allure",0.010786,"K23517"
"K23521.49","Allure",0.02304551,"K23521"
"K23526.46","Allure",0.007262806,"K23526"
"K23529.55","Allure",0.0096915,"K23529"
"K23531.49","Allure",0.023575763,"K23531"
"K23532.57","Allure",0.007013264,"K23532"
"K23533.40","Allure",0.009288847,"K23533"
"K23536.49","Allure",0.001053756,"K23536"
"K23537.54","Allure",0.009047899,"K23537"
"K23540.45","Allure",0.002444078,"K23540"
"K23541.44","Allure",0.00190048,"K23541"
"K23548.56","Allure",0.007954691,"K23548"
"K23551.37","Allure",0.009391567,"K23551"
"K23552.52","Allure",0.012349638,"K23552"
"K23555.48","Allure",0.008649683,"K23555"
"K23556.46","Allure",0.003234739,"K23556"
"K23557.49","Allure",0.00529199,"K23557"
"K23559.43","Allure",0.008880224,"K23559"
"K23563.41","Allure",0.236986919,"K23563"
"K23565.50","Allure",0.001986667,"K23565"
"KTFG534.46","Allure",0.015415492,"KTFG534"
"KTGF118.55","Allure",0.001721892,"KTGF118"
"KTGF120.53","Allure",0.003630274,"KTGF120"
"KTGF122.45","Allure",0.005450057,"KTGF122"
"KTGF124.47","Allure",0.0112258,"KTGF124"
"KTGF125.52","Allure",0.001082198,"KTGF125"
"KTGF126.26","Allure",0.005042256,"KTGF126"
"KTGF127.36","Allure",0.010494171,"KTGF127"
"KTGF130.39","Allure",0.016971963,"KTGF130"
"KTGF136.38","Allure",0.008940773,"KTGF136"
"KTGF138.48","Allure",0.004423137,"KTGF138"
"KTGF142.55","Allure",0.012487394,"KTGF142"
"KTGF143.56","Allure",0.002061269,"KTGF143"
"KTGF146.42","Allure",0.004950013,"KTGF146"
"KTGF147.41","Allure",0.001451825,"KTGF147"
"KTGF148.52","Allure",0.002628792,"KTGF148"
"KTGF150.26","Allure",0.001035048,"KTGF150"
"KTGF153.40","Allure",0.001080211,"KTGF153"
"KTGF154.36","Allure",0.004468327,"KTGF154"
"KTGF156.50","Allure",0.003283618,"KTGF156"
"KTGF157.33","Allure",0.008382884,"KTGF157"
"KTGF158.50","Allure",0.006363615,"KTGF158"
"KTGF527.59","Allure",0.007104825,"KTGF527"
"KTGF528.58","Allure",0.001327521,"KTGF528"
"KTGF533.49","Allure",0.003121974,"KTGF533"
"KTGF540.47","Allure",0.007274019,"KTGF540"
"KTGF544.62","Allure",0.003885931,"KTGF544"
"KTGF545.41","Allure",0.002905725,"KTGF545"
"KTGF549.63","Allure",0.004399741,"KTGF549"
"KTGF550.41","Allure",0.002087673,"KTGF550"
"KTGF553.40","Allure",0.008255409,"KTGF553"
"KTGF556.56","Allure",0.010255031,"KTGF556"
"KTGF557.45","Allure",0.005623763,"KTGF557"
"KTGF561.47","Allure",0.00440572,"KTGF561"
"KTGF562.39","Allure",0.017883126,"KTGF562"
"KTGF565.56","Allure",0.006661652,"KTGF565"
"KTGF570.35","Allure",0.043576847,"KTGF570"
"KTGF572.39","Allure",0.003931241,"KTGF572"
"K23101.3","Analytic",0.003029393,"K23101"
"K23106.3","Analytic",0.003995244,"K23106"
"K23107.3","Analytic",0.001114621,"K23107"
"K23109.3","Analytic",0.0115266,"K23109"
"K23114.3","Analytic",0.027348169,"K23114"
"K23115.3","Analytic",0.010614567,"K23115"
"K23117.3","Analytic",0.01187003,"K23117"
"K23120.3","Analytic",0.006739686,"K23120"
"K23121.3","Analytic",0.026491086,"K23121"
"K23122.3","Analytic",0.005177465,"K23122"
"K23125.3","Analytic",0.010672046,"K23125"
"K23126.3","Analytic",0.004922749,"K23126"
"K23128.3","Analytic",0.001665138,"K23128"
"K23130.3","Analytic",0.005693815,"K23130"
"K23131.3","Analytic",0.015474981,"K23131"
"K23133.3","Analytic",0.000777657,"K23133"
"K23134.3","Analytic",0,"K23134"
"K23136.3","Analytic",0.002553659,"K23136"
"K23139.3","Analytic",0.003852108,"K23139"
"K23142.3","Analytic",0.005441484,"K23142"
"K23143.3","Analytic",0.000707215,"K23143"
"K23144.3","Analytic",0.002505825,"K23144"
"K23145.3","Analytic",0.005386078,"K23145"
"K23148.3","Analytic",0.001013927,"K23148"
"K23150.3","Analytic",0.007506521,"K23150"
"K23151.3","Analytic",0.005405726,"K23151"
"K23153.3","Analytic",0.011697815,"K23153"
"K23155.3","Analytic",0.005620915,"K23155"
"K23156.3","Analytic",0.000199091,"K23156"
"K23502.3","Analytic",0.011412649,"K23502"
"K23503.3","Analytic",0.014423219,"K23503"
"K23507.3","Analytic",0.009905178,"K23507"
"K23508.3","Analytic",0.004567286,"K23508"
"K23509.3","Analytic",0.027597402,"K23509"
"K23510.3","Analytic",0.006109453,"K23510"
"K23517.3","Analytic",0.013838782,"K23517"
"K23521.3","Analytic",0.015347565,"K23521"
"K23526.3","Analytic",0.008169873,"K23526"
"K23529.3","Analytic",0.016028736,"K23529"
"K23531.3","Analytic",0.007287161,"K23531"
"K23532.3","Analytic",0.005029862,"K23532"
"K23533.3","Analytic",0.006094534,"K23533"
"K23536.3","Analytic",0.000402667,"K23536"
"K23537.3","Analytic",0.001581536,"K23537"
"K23540.3","Analytic",0.001639869,"K23540"
"K23541.3","Analytic",0.014155613,"K23541"
"K23548.3","Analytic",0.006995231,"K23548"
"K23551.3","Analytic",0.006729778,"K23551"
"K23552.3","Analytic",0.003358818,"K23552"
"K23555.3","Analytic",0.003501683,"K23555"
"K23556.3","Analytic",0.008076631,"K23556"
"K23557.3","Analytic",0.003983098,"K23557"
"K23559.3","Analytic",0.073972442,"K23559"
"K23563.3","Analytic",0.0054384,"K23563"
"K23565.3","Analytic",0.013954338,"K23565"
"KTFG534.3","Analytic",0.007565886,"KTFG534"
"KTGF118.3","Analytic",0.002000849,"KTGF118"
"KTGF120.3","Analytic",0.003471826,"KTGF120"
"KTGF122.3","Analytic",0.005667561,"KTGF122"
"KTGF124.3","Analytic",0.008546287,"KTGF124"
"KTGF125.3","Analytic",0.001709802,"KTGF125"
"KTGF126.3","Analytic",0.007292286,"KTGF126"
"KTGF127.3","Analytic",0.002765032,"KTGF127"
"KTGF129.3","Analytic",0.007217107,"KTGF129"
"KTGF130.3","Analytic",0.002950731,"KTGF130"
"KTGF136.3","Analytic",0.007930809,"KTGF136"
"KTGF138.3","Analytic",0.000602196,"KTGF138"
"KTGF142.3","Analytic",0.005431374,"KTGF142"
"KTGF143.3","Analytic",0.002022426,"KTGF143"
"KTGF146.3","Analytic",0.004557881,"KTGF146"
"KTGF147.3","Analytic",0.000889982,"KTGF147"
"KTGF148.3","Analytic",0.00385598,"KTGF148"
"KTGF150.3","Analytic",0.002335714,"KTGF150"
"KTGF153.3","Analytic",0.00227391,"KTGF153"
"KTGF154.3","Analytic",0.00385451,"KTGF154"
"KTGF156.3","Analytic",0.004819944,"KTGF156"
"KTGF157.3","Analytic",0.00754281,"KTGF157"
"KTGF158.3","Analytic",0.001748817,"KTGF158"
"KTGF527.3","Analytic",0.009562746,"KTGF527"
"KTGF528.3","Analytic",0.017461761,"KTGF528"
"KTGF533.3","Analytic",0.008659939,"KTGF533"
"KTGF540.3","Analytic",0.050273222,"KTGF540"
"KTGF544.3","Analytic",0.00342734,"KTGF544"
"KTGF545.3","Analytic",0.002398458,"KTGF545"
"KTGF549.3","Analytic",0.014419056,"KTGF549"
"KTGF550.3","Analytic",0.005289636,"KTGF550"
"KTGF553.3","Analytic",0.002901032,"KTGF553"
"KTGF556.3","Analytic",0.040683073,"KTGF556"
"KTGF557.3","Analytic",0.019945965,"KTGF557"
"KTGF561.3","Analytic",0.004756727,"KTGF561"
"KTGF562.3","Analytic",0.007717742,"KTGF562"
"KTGF565.3","Analytic",0.002080687,"KTGF565"
"KTGF570.3","Analytic",0.006306972,"KTGF570"
"KTGF572.3","Analytic",0.004602023,"KTGF572"
"K23101.71","Angry GPT",0.004461222,"K23101"
"K23106.74","Angry GPT",0.003190821,"K23106"
"K23107.60","Angry GPT",0.001774123,"K23107"
"K23109.59","Angry GPT",0.000707978,"K23109"
"K23114.53","Angry GPT",0.002491432,"K23114"
"K23115.72","Angry GPT",0.001676577,"K23115"
"K23117.61","Angry GPT",0.008851341,"K23117"
"K23120.51","Angry GPT",0.008331222,"K23120"
"K23121.74","Angry GPT",0,"K23121"
"K23122.61","Angry GPT",0.000600069,"K23122"
"K23125.84","Angry GPT",0.004289659,"K23125"
"K23126.66","Angry GPT",0.000915616,"K23126"
"K23128.84","Angry GPT",0.002143772,"K23128"
"K23130.76","Angry GPT",0.004474286,"K23130"
"K23131.61","Angry GPT",0.000488736,"K23131"
"K23133.88","Angry GPT",0.00176013,"K23133"
"K23134.95","Angry GPT",0.007346341,"K23134"
"K23136.89","Angry GPT",0.003750941,"K23136"
"K23139.47","Angry GPT",0.006640002,"K23139"
"K23143.56","Angry GPT",0.004643262,"K23143"
"K23144.66","Angry GPT",0.003099689,"K23144"
"K23145.74","Angry GPT",0.000563356,"K23145"
"K23148.78","Angry GPT",0.002758945,"K23148"
"K23150.66","Angry GPT",0.00461359,"K23150"
"K23151.73","Angry GPT",0.001596974,"K23151"
"K23153.78","Angry GPT",0.009705519,"K23153"
"K23155.57","Angry GPT",0.001430651,"K23155"
"K23156.52","Angry GPT",0.000415455,"K23156"
"K23502.63","Angry GPT",0.001948302,"K23502"
"K23503.84","Angry GPT",0.002266849,"K23503"
"K23507.58","Angry GPT",0.003397352,"K23507"
"K23508.68","Angry GPT",0.007145952,"K23508"
"K23509.74","Angry GPT",0.000433485,"K23509"
"K23510.77","Angry GPT",0.003740102,"K23510"
"K23517.65","Angry GPT",0.000822009,"K23517"
"K23521.77","Angry GPT",0.00635185,"K23521"
"K23526.74","Angry GPT",0.01030501,"K23526"
"K23529.82","Angry GPT",0.002226083,"K23529"
"K23531.75","Angry GPT",0.004024645,"K23531"
"K23532.90","Angry GPT",0.001135586,"K23532"
"K23533.62","Angry GPT",0.007393189,"K23533"
"K23536.76","Angry GPT",0.0013267,"K23536"
"K23537.84","Angry GPT",0.000814478,"K23537"
"K23540.68","Angry GPT",0.02592017,"K23540"
"K23541.69","Angry GPT",0.008143307,"K23541"
"K23548.82","Angry GPT",0.012718116,"K23548"
"K23551.60","Angry GPT",0.010402783,"K23551"
"K23552.81","Angry GPT",0.000939942,"K23552"
"K23555.75","Angry GPT",0.001529079,"K23555"
"K23556.72","Angry GPT",0.001646703,"K23556"
"K23557.77","Angry GPT",0.002096804,"K23557"
"K23559.67","Angry GPT",0.002381905,"K23559"
"K23563.64","Angry GPT",0.000804148,"K23563"
"K23565.77","Angry GPT",0.000570256,"K23565"
"KTFG534.74","Angry GPT",0.025736348,"KTFG534"
"KTGF118.84","Angry GPT",0.006852225,"KTGF118"
"KTGF120.82","Angry GPT",0.001053753,"KTGF120"
"KTGF122.70","Angry GPT",0.002939742,"KTGF122"
"KTGF124.73","Angry GPT",0.00236608,"KTGF124"
"KTGF125.78","Angry GPT",0.000292051,"KTGF125"
"KTGF126.44","Angry GPT",0.001878857,"KTGF126"
"KTGF127.58","Angry GPT",0.005835181,"KTGF127"
"KTGF129.50","Angry GPT",0.017704547,"KTGF129"
"KTGF130.64","Angry GPT",0.004110898,"KTGF130"
"KTGF136.59","Angry GPT",0.008399592,"KTGF136"
"KTGF138.74","Angry GPT",0.000177549,"KTGF138"
"KTGF142.83","Angry GPT",0.002242929,"KTGF142"
"KTGF143.89","Angry GPT",0.000831546,"KTGF143"
"KTGF146.66","Angry GPT",0.00264917,"KTGF146"
"KTGF147.66","Angry GPT",0.002866667,"KTGF147"
"KTGF148.79","Angry GPT",0.000428739,"KTGF148"
"KTGF150.44","Angry GPT",0.007726405,"KTGF150"
"KTGF153.65","Angry GPT",0.001078367,"KTGF153"
"KTGF154.57","Angry GPT",0.001740773,"KTGF154"
"KTGF156.79","Angry GPT",0.00211333,"KTGF156"
"KTGF157.57","Angry GPT",0.005735364,"KTGF157"
"KTGF158.79","Angry GPT",0.002881502,"KTGF158"
"KTGF527.89","Angry GPT",0.005023683,"KTGF527"
"KTGF528.91","Angry GPT",0.002509744,"KTGF528"
"KTGF533.78","Angry GPT",0.023551801,"KTGF533"
"KTGF540.73","Angry GPT",0.010782222,"KTGF540"
"KTGF544.91","Angry GPT",0.00779625,"KTGF544"
"KTGF545.67","Angry GPT",0.00091265,"KTGF545"
"KTGF549.93","Angry GPT",0.001677593,"KTGF549"
"KTGF550.62","Angry GPT",0.01818516,"KTGF550"
"KTGF553.68","Angry GPT",0.001234767,"KTGF553"
"KTGF556.84","Angry GPT",0.009261292,"KTGF556"
"KTGF557.72","Angry GPT",0.006696018,"KTGF557"
"KTGF561.72","Angry GPT",0.000781773,"KTGF561"
"KTGF562.61","Angry GPT",0.002112993,"KTGF562"
"KTGF565.84","Angry GPT",0.002841812,"KTGF565"
"KTGF570.58","Angry GPT",0.000385972,"KTGF570"
"KTGF572.63","Angry GPT",0.003044014,"KTGF572"
"K23101.53","Apostrophes ",0.000888462,"K23101"
"K23121.56","Apostrophes ",0.000354815,"K23121"
"K23125.66","Apostrophes ",0.002686301,"K23125"
"K23126.48","Apostrophes ",0.001316776,"K23126"
"K23128.65","Apostrophes ",0.004366065,"K23128"
"K23133.70","Apostrophes ",0.001065917,"K23133"
"K23134.77","Apostrophes ",0.001067317,"K23134"
"K23136.71","Apostrophes ",0.002316698,"K23136"
"K23145.56","Apostrophes ",0.000945067,"K23145"
"K23148.60","Apostrophes ",0.00094023,"K23148"
"K23503.66","Apostrophes ",0.009436698,"K23503"
"K23509.56","Apostrophes ",0.004317705,"K23509"
"K23510.59","Apostrophes ",0.003329673,"K23510"
"K23521.59","Apostrophes ",0.004683891,"K23521"
"K23526.56","Apostrophes ",0.004311375,"K23526"
"K23532.72","Apostrophes ",0.008332755,"K23532"
"K23536.58","Apostrophes ",0.000242667,"K23536"
"K23537.66","Apostrophes ",0.003378196,"K23537"
"K23551.44","Apostrophes ",0.001575266,"K23551"
"K23552.63","Apostrophes ",0.004576884,"K23552"
"K23555.57","Apostrophes ",0.007263175,"K23555"
"K23556.54","Apostrophes ",0.002914,"K23556"
"KTFG534.56","Apostrophes ",0.008239123,"KTFG534"
"KTGF118.66","Apostrophes ",0.000636892,"KTGF118"
"KTGF120.64","Apostrophes ",0.001742658,"KTGF120"
"KTGF124.55","Apostrophes ",0.005111138,"KTGF124"
"KTGF125.60","Apostrophes ",0.000640183,"KTGF125"
"KTGF142.65","Apostrophes ",0.007978495,"KTGF142"
"KTGF143.70","Apostrophes ",0.002341546,"KTGF143"
"KTGF146.50","Apostrophes ",0.010852013,"KTGF146"
"KTGF156.61","Apostrophes ",0.001741529,"KTGF156"
"KTGF157.40","Apostrophes ",0.003795885,"KTGF157"
"KTGF158.61","Apostrophes ",0.002122141,"KTGF158"
"KTGF527.71","Apostrophes ",0.002113992,"KTGF527"
"KTGF528.73","Apostrophes ",0.002196923,"KTGF528"
"KTGF533.60","Apostrophes ",0.002078407,"KTGF533"
"KTGF540.55","Apostrophes ",0.002210222,"KTGF540"
"KTGF544.73","Apostrophes ",0.004787368,"KTGF544"
"KTGF549.75","Apostrophes ",0.002215926,"KTGF549"
"KTGF553.50","Apostrophes ",0.003430079,"KTGF553"
"KTGF556.66","Apostrophes ",0.001443615,"KTGF556"
"KTGF557.54","Apostrophes ",0.00402043,"KTGF557"
"KTGF565.66","Apostrophes ",0.00629929,"KTGF565"
"K23101.15","Article ",0.005040316,"K23101"
"K23106.16","Article ",0.019746103,"K23106"
"K23107.14","Article ",0.000997977,"K23107"
"K23109.15","Article ",0.015933311,"K23109"
"K23114.16","Article ",0.015593529,"K23114"
"K23115.15","Article ",0.004743015,"K23115"
"K23117.15","Article ",0.016110867,"K23117"
"K23120.15","Article ",0.007039488,"K23120"
"K23121.16","Article ",0.06092084,"K23121"
"K23122.16","Article ",0.001922874,"K23122"
"K23125.16","Article ",0.003619571,"K23125"
"K23126.14","Article ",0.005142137,"K23126"
"K23128.17","Article ",0.001948537,"K23128"
"K23130.16","Article ",0.015803894,"K23130"
"K23131.14","Article ",0.029314506,"K23131"
"K23133.17","Article ",0.00252262,"K23133"
"K23134.17","Article ",0.00119252,"K23134"
"K23136.17","Article ",0.002160295,"K23136"
"K23139.15","Article ",0.001224539,"K23139"
"K23143.15","Article ",0.000511785,"K23143"
"K23144.16","Article ",0.005588281,"K23144"
"K23145.16","Article ",0.005757922,"K23145"
"K23148.16","Article ",0.002386327,"K23148"
"K23150.15","Article ",0.009093344,"K23150"
"K23151.16","Article ",0.003707607,"K23151"
"K23153.15","Article ",0.010186037,"K23153"
"K23155.16","Article ",0.009734264,"K23155"
"K23156.13","Article ",0.001686667,"K23156"
"K23502.15","Article ",0.010082809,"K23502"
"K23503.16","Article ",0.010526438,"K23503"
"K23507.16","Article ",0.000527626,"K23507"
"K23508.15","Article ",0.004126238,"K23508"
"K23509.15","Article ",0.008198955,"K23509"
"K23510.16","Article ",0.011701562,"K23510"
"K23517.16","Article ",0.006712204,"K23517"
"K23521.15","Article ",0.006659388,"K23521"
"K23526.15","Article ",0.003996091,"K23526"
"K23529.16","Article ",0.009279153,"K23529"
"K23531.15","Article ",0.008006839,"K23531"
"K23532.18","Article ",0.00521269,"K23532"
"K23533.16","Article ",0.00987688,"K23533"
"K23536.15","Article ",0.0064747,"K23536"
"K23537.16","Article ",0.00210158,"K23537"
"K23540.16","Article ",0.008093203,"K23540"
"K23541.16","Article ",0.00110208,"K23541"
"K23548.16","Article ",0.008592772,"K23548"
"K23551.14","Article ",0.017139551,"K23551"
"K23552.16","Article ",0.004659119,"K23552"
"K23555.16","Article ",0.014561312,"K23555"
"K23556.16","Article ",0.005004541,"K23556"
"K23557.16","Article ",0.00747798,"K23557"
"K23559.13","Article ",0.003932286,"K23559"
"K23563.16","Article ",0.004936889,"K23563"
"K23565.16","Article ",0.001990974,"K23565"
"KTFG534.15","Article ",0.00500701,"KTFG534"
"KTGF118.16","Article ",0.002934099,"KTGF118"
"KTGF120.16","Article ",0.00529042,"KTGF120"
"KTGF122.16","Article ",0.005735955,"KTGF122"
"KTGF124.16","Article ",0.020644089,"KTGF124"
"KTGF125.16","Article ",0.001248059,"KTGF125"
"KTGF126.13","Article ",0.000544205,"KTGF126"
"KTGF129.15","Article ",0.005654622,"KTGF129"
"KTGF130.15","Article ",0.002319833,"KTGF130"
"KTGF138.15","Article ",0.001520196,"KTGF138"
"KTGF142.16","Article ",0.005691253,"KTGF142"
"KTGF143.16","Article ",0.002512389,"KTGF143"
"KTGF146.14","Article ",0.006402101,"KTGF146"
"KTGF147.15","Article ",0.005222579,"KTGF147"
"KTGF148.16","Article ",0.002864581,"KTGF148"
"KTGF150.15","Article ",0.002353369,"KTGF150"
"KTGF153.16","Article ",0.001209755,"KTGF153"
"KTGF154.15","Article ",0.0033782,"KTGF154"
"KTGF156.16","Article ",0.00335885,"KTGF156"
"KTGF157.15","Article ",0.003559596,"KTGF157"
"KTGF158.17","Article ",0.004901784,"KTGF158"
"KTGF527.18","Article ",0.001170762,"KTGF527"
"KTGF528.16","Article ",0.003327077,"KTGF528"
"KTGF533.16","Article ",0.007656797,"KTGF533"
"KTGF540.16","Article ",0.002812222,"KTGF540"
"KTGF544.17","Article ",0.004230653,"KTGF544"
"KTGF545.15","Article ",0.005722192,"KTGF545"
"KTGF549.19","Article ",0.010375759,"KTGF549"
"KTGF550.15","Article ",0.008256858,"KTGF550"
"KTGF553.14","Article ",0.006805462,"KTGF553"
"KTGF556.16","Article ",0.04783301,"KTGF556"
"KTGF557.16","Article ",0.005396675,"KTGF557"
"KTGF561.15","Article ",0.003986924,"KTGF561"
"KTGF562.13","Article ",0.009245736,"KTGF562"
"KTGF565.16","Article ",0.003868493,"KTGF565"
"KTGF570.15","Article ",0.002756292,"KTGF570"
"KTGF572.15","Article ",0.006328394,"KTGF572"
"K23115.46","Attention",0.003789254,"K23115"
"K23133.61","Attention",0.002980463,"K23133"
"K23134.66","Attention",1.76e-05,"K23134"
"K23136.61","Attention",0.000962233,"K23136"
"K23155.37","Attention",0.003583752,"K23155"
"K23156.32","Attention",0.004074364,"K23156"
"K23531.51","Attention",0.001602495,"K23531"
"K23537.56","Attention",0.001683297,"K23537"
"K23559.45","Attention",0.001638531,"K23559"
"K23565.52","Attention",0.000581846,"K23565"
"KTGF118.57","Attention",0.001298459,"KTGF118"
"KTGF143.58","Attention",0.000340713,"KTGF143"
"KTGF527.61","Attention",0.000947643,"KTGF527"
"KTGF528.60","Attention",0.001181538,"KTGF528"
"KTGF533.51","Attention",0.000697662,"KTGF533"
"KTGF549.65","Attention",0.00233637,"KTGF549"
"KTGF565.58","Attention",0.004080754,"KTGF565"
"K23133.65","Auditory",0.000815556,"K23133"
"K23508.47","Auditory",0.001019631,"K23508"
"K23526.50","Auditory",0.007091444,"K23526"
"K23541.48","Auditory",0.0007128,"K23541"
"KTGF156.55","Auditory",0.001696465,"KTGF156"
"KTGF540.51","Auditory",0.00019,"KTGF540"
"K23101.5","Authentic",0.002582427,"K23101"
"K23106.5","Authentic",0.004922446,"K23106"
"K23107.4","Authentic",0.001340034,"K23107"
"K23109.5","Authentic",0.00544837,"K23109"
"K23114.5","Authentic",0.036653951,"K23114"
"K23115.5","Authentic",0.013132627,"K23115"
"K23117.5","Authentic",0.015644141,"K23117"
"K23120.5","Authentic",0.008671505,"K23120"
"K23121.5","Authentic",0.006841049,"K23121"
"K23122.5","Authentic",0.00269508,"K23122"
"K23125.5","Authentic",0.003609817,"K23125"
"K23126.4","Authentic",0.002039288,"K23126"
"K23128.5","Authentic",0.004283642,"K23128"
"K23130.5","Authentic",0.028057236,"K23130"
"K23131.4","Authentic",0.002638429,"K23131"
"K23133.5","Authentic",0.002125954,"K23133"
"K23134.5","Authentic",0.001119512,"K23134"
"K23136.5","Authentic",0.004658233,"K23136"
"K23139.5","Authentic",0.001818485,"K23139"
"K23142.5","Authentic",0.004867377,"K23142"
"K23143.5","Authentic",6.92e-05,"K23143"
"K23144.5","Authentic",0.001434145,"K23144"
